class,BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,X,Y
Water,1044,1020,1025,1008,1145,1107,1046,1029,352929.808,3765569.797
Water,1038,1018,1029,1007,1132,1123,1045,1022,352926.728,3765574.101
Water,1044,1026,1023,1009,1161,1098,1041,1035,352935.702,3765557.585
Water,1033,1029,1032,1003,1149,1107,1051,1025,352945.672,3765596.405
Water,1040,1020,1029,1006,1144,1123,1038,1033,352935.526,3765576.468
Water,1034,1028,1031,1003,1140,1120,1042,1030,352943.141,3765585.001
Water,1029,1024,1032,1005,1160,1139,1045,1032,352937.186,3765586.648
Water,1044,1020,1025,1008,1145,1107,1046,1029,352929.724,3765567.023
Water,1038,1018,1029,1007,1132,1123,1045,1022,352925.405,3765571.563
Water,1045,1021,1026,1008,1157,1109,1054,1032,352931.269,3765566.818
Water,1044,1028,1022,1009,1158,1106,1039,1033,352928.415,3765552.172
Water,1034,1028,1031,1003,1140,1120,1042,1030,352945.736,3765585.053
Water,1038,1018,1029,1007,1132,1123,1045,1022,352927.209,3765577.832
Water,1044,1020,1025,1008,1145,1107,1046,1029,352927.744,3765566.854
Water,1040,1020,1029,1006,1144,1123,1038,1033,352932.424,3765573.409
Water,1045,1021,1026,1008,1157,1109,1054,1032,352934.317,3765566.309
Water,1047,1024,1027,1006,1164,1107,1055,1015,352941.640,3765569.686
Water,1045,1021,1026,1008,1157,1109,1054,1032,352939.076,3765563.566
Water,1044,1020,1025,1008,1145,1107,1046,1029,352925.078,3765566.990
Water,1044,1025,1029,1004,1173,1103,1055,1025,352944.184,3765570.928
Water,1033,1029,1032,1003,1149,1107,1051,1025,352945.200,3765592.884
Water,1047,1024,1027,1006,1164,1107,1055,1015,352940.218,3765565.732
Water,1045,1021,1026,1008,1157,1109,1054,1032,352938.581,3765563.424
Water,1044,1028,1022,1009,1158,1106,1039,1033,352927.664,3765556.454
Water,1034,1028,1031,1003,1140,1120,1042,1030,352946.341,3765582.518
Water,1047,1024,1027,1006,1164,1107,1055,1015,352943.709,3765561.833
Water,1029,1024,1032,1005,1160,1139,1045,1032,352939.644,3765583.857
Water,1040,1020,1029,1006,1144,1123,1038,1033,352933.569,3765576.864
Water,1040,1020,1029,1006,1144,1123,1038,1033,352937.937,3765572.553
Water,1040,1020,1029,1006,1144,1123,1038,1033,352936.616,3765579.920
Water,1038,1018,1029,1007,1132,1123,1045,1022,352927.073,3765571.414
Water,1032,1031,1032,1005,1135,1120,1043,1012,352950.075,3765590.891
Water,1028,1027,1034,1004,1152,1117,1053,1040,352939.064,3765590.698
Water,1034,1028,1031,1003,1140,1120,1042,1030,352942.008,3765588.659
Water,1044,1020,1025,1008,1145,1107,1046,1029,352925.707,3765569.113
Water,1044,1026,1023,1009,1161,1098,1041,1035,352934.849,3765555.437
Water,1047,1024,1027,1006,1164,1107,1055,1015,352940.597,3765569.436
Water,1044,1028,1022,1009,1158,1106,1039,1033,352927.405,3765552.904
Water,1045,1021,1026,1008,1157,1109,1054,1032,352937.042,3765563.016
Water,1044,1020,1025,1008,1145,1107,1046,1029,352927.491,3765564.517
Water,1033,1029,1032,1003,1149,1107,1051,1025,352946.114,3765591.273
Water,1054,1028,1031,1010,1206,1216,1064,1036,354769.426,3766758.211
Water,1054,1028,1031,1010,1206,1216,1064,1036,354768.266,3766757.082
Water,1054,1028,1031,1010,1206,1216,1064,1036,354768.947,3766758.519
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.497,3766757.409
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.355,3766756.951
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.612,3766759.809
Water,1054,1028,1031,1010,1206,1216,1064,1036,354769.279,3766759.182
Water,1054,1028,1031,1010,1206,1216,1064,1036,354768.876,3766757.571
Water,1054,1028,1031,1010,1206,1216,1064,1036,354769.712,3766758.003
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.690,3766759.075
Water,1054,1028,1031,1010,1206,1216,1064,1036,354768.101,3766758.085
Water,1054,1028,1031,1010,1206,1216,1064,1036,354769.483,3766758.348
Water,1054,1028,1031,1010,1206,1216,1064,1036,354768.423,3766757.703
Water,1054,1028,1031,1010,1206,1216,1064,1036,354769.740,3766757.088
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.969,3766759.314
Water,1054,1028,1031,1010,1206,1216,1064,1036,354769.057,3766758.115
Water,1055,1027,1032,1011,1208,1222,1071,1040,354771.126,3766756.604
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.592,3766757.541
Water,1054,1028,1031,1010,1206,1216,1064,1036,354769.884,3766758.606
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.037,3766756.250
Water,1054,1028,1031,1010,1206,1216,1064,1036,354769.132,3766756.906
Water,1054,1028,1031,1010,1206,1216,1064,1036,354768.351,3766756.984
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.754,3766758.547
Water,1054,1028,1031,1010,1206,1216,1064,1036,354768.574,3766756.828
Water,1054,1028,1031,1010,1206,1216,1064,1036,354769.281,3766759.242
Water,1054,1028,1031,1010,1206,1216,1064,1036,354769.017,3766756.900
Water,1054,1028,1031,1010,1206,1216,1064,1036,354769.468,3766757.408
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.801,3766759.736
Water,1054,1028,1031,1010,1206,1216,1064,1036,354769.795,3766758.299
Water,1055,1027,1032,1011,1208,1222,1071,1040,354771.022,3766758.247
Water,1054,1028,1031,1010,1206,1216,1064,1036,354768.834,3766757.057
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.026,3766756.097
Water,1054,1028,1031,1010,1206,1216,1064,1036,354769.667,3766757.643
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.862,3766758.643
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.562,3766759.234
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.668,3766756.907
Water,1054,1028,1031,1010,1206,1216,1064,1036,354768.714,3766756.844
Water,1054,1028,1031,1010,1206,1216,1064,1036,354768.603,3766757.842
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.808,3766756.361
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.215,3766757.988
Water,1054,1028,1031,1010,1206,1216,1064,1036,354769.708,3766758.671
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.129,3766757.958
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.615,3766756.662
Water,1054,1028,1031,1010,1206,1216,1064,1036,354769.984,3766758.168
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.972,3766757.977
Water,1054,1028,1031,1010,1206,1216,1064,1036,354769.312,3766756.984
Water,1054,1028,1031,1010,1206,1216,1064,1036,354768.791,3766757.026
Water,1054,1028,1031,1010,1206,1216,1064,1036,354769.505,3766756.777
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.766,3766759.264
Water,1055,1027,1032,1011,1208,1222,1071,1040,354770.388,3766756.744
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.395,3766935.986
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.384,3766935.969
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.391,3766935.981
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.401,3766935.976
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.402,3766935.961
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.405,3766935.976
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.395,3766935.986
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.390,3766935.939
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.380,3766935.944
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.378,3766935.951
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.375,3766935.927
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.379,3766935.961
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.401,3766935.962
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.402,3766935.944
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.389,3766935.957
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.392,3766935.939
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.383,3766935.985
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.389,3766935.953
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.398,3766935.945
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.377,3766935.985
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.384,3766935.957
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.400,3766935.972
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.400,3766935.987
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.394,3766935.967
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.400,3766935.947
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.389,3766935.984
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.380,3766935.978
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.395,3766935.986
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.380,3766935.944
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.405,3766935.997
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.381,3766935.982
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.385,3766935.967
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.381,3766935.967
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.399,3766935.945
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.401,3766935.954
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.379,3766935.963
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.401,3766935.970
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.384,3766935.981
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.382,3766935.951
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.379,3766935.955
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.395,3766935.980
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.380,3766935.968
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.402,3766935.960
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.406,3766935.998
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.406,3766935.950
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.394,3766935.967
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.388,3766935.985
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.388,3766935.988
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.402,3766935.943
Water,1055,1024,1030,1015,1182,1209,1055,1030,354406.385,3766935.937
Vegetation,2190,4191,4974,3215,1424,1714,1448,5380,360797.259,3767832.603
Vegetation,2282,3918,4392,3379,1429,1770,1742,4283,360814.395,3767813.888
Vegetation,2190,4191,4974,3215,1424,1714,1448,5380,360793.192,3767834.959
Vegetation,2307,4201,4754,3360,1505,1966,1790,4978,360821.048,3767803.930
Vegetation,2315,4311,4920,3314,1483,1894,1662,5588,360801.695,3767842.089
Vegetation,2368,4139,4669,3371,1329,1790,1514,5308,360813.300,3767848.960
Vegetation,2327,4325,4996,3321,1502,1879,1617,5289,360812.114,3767794.089
Vegetation,2321,4143,4685,3369,1413,1806,1511,5101,360835.089,3767815.972
Vegetation,2190,4191,4974,3215,1424,1714,1448,5380,360794.005,3767831.540
Vegetation,2307,4201,4754,3360,1505,1966,1790,4978,360826.500,3767800.133
Vegetation,2190,4191,4974,3215,1424,1714,1448,5380,360790.429,3767831.084
Vegetation,2335,3934,4440,3373,1390,1786,1646,4544,360812.364,3767832.023
Vegetation,2324,3756,4337,3397,1360,1678,1628,4186,360821.428,3767822.792
Vegetation,2190,4191,4974,3215,1424,1714,1448,5380,360795.607,3767830.057
Vegetation,2360,4482,5149,3358,1582,2026,1834,5853,360843.195,3767818.911
Vegetation,2266,4051,4659,3325,1404,1814,1696,4825,360804.995,3767803.960
Vegetation,2315,4311,4920,3314,1483,1894,1662,5588,360809.695,3767840.539
Vegetation,2307,4201,4754,3360,1505,1966,1790,4978,360825.363,3767802.607
Vegetation,2353,4475,5209,3304,1568,1848,1645,4803,360809.256,3767783.028
Vegetation,2189,4097,4869,3211,1450,1794,1532,5544,360795.685,3767820.629
Vegetation,2351,3780,4445,3420,1425,1830,1759,4877,360837.491,3767837.148
Vegetation,2337,3903,4568,3396,1307,1748,1463,5404,360833.650,3767828.560
Vegetation,2327,4386,5010,3356,1602,1947,1828,5018,360836.732,3767803.863
Vegetation,2368,4139,4669,3371,1329,1790,1514,5308,360819.390,3767846.371
Vegetation,2347,3715,4325,3413,1480,1808,1810,4257,360827.219,3767831.361
Vegetation,2363,3773,4317,3440,1473,1814,1896,4159,360838.022,3767841.327
Vegetation,2318,4740,5714,3341,1328,1907,1528,6500,360843.297,3767795.094
Vegetation,2354,4632,5541,3358,1389,1874,1571,6023,360838.689,3767793.965
Vegetation,2289,4073,4608,3361,1392,1848,1653,4988,360810.498,3767808.699
Vegetation,2318,4740,5714,3341,1328,1907,1528,6500,360840.282,3767796.265
Vegetation,2266,4051,4659,3325,1404,1814,1696,4825,360800.074,3767806.725
Vegetation,2261,3974,4525,3313,1411,1832,1656,5071,360808.888,3767827.406
Vegetation,2373,4584,5319,3337,1461,1946,1594,5944,360852.161,3767804.459
Vegetation,2347,3715,4325,3413,1480,1808,1810,4257,360825.439,3767834.570
Vegetation,2307,4201,4754,3360,1505,1966,1790,4978,360821.972,3767806.871
Vegetation,2372,4700,5679,3351,1327,1819,1432,6540,360821.839,3767787.824
Vegetation,2324,3756,4337,3397,1360,1678,1628,4186,360821.583,3767826.477
Vegetation,2252,3955,4525,3333,1428,1872,1704,4868,360804.096,3767813.028
Vegetation,2282,3918,4392,3379,1429,1770,1742,4283,360814.465,3767819.533
Vegetation,2327,4325,4996,3321,1502,1879,1617,5289,360817.954,3767798.704
Vegetation,2206,4349,5147,3250,1388,1736,1462,5539,360794.641,3767841.346
Vegetation,2337,3903,4568,3396,1307,1748,1463,5404,360837.898,3767821.921
Vegetation,2282,4093,4657,3307,1338,1766,1504,5416,360801.376,3767832.927
Vegetation,2351,3780,4445,3420,1425,1830,1759,4877,360835.640,3767830.211
Vegetation,2360,4482,5149,3358,1582,2026,1834,5853,360847.634,3767818.582
Vegetation,2321,4143,4685,3369,1413,1806,1511,5101,360832.033,3767817.735
Vegetation,2372,4700,5679,3351,1327,1819,1432,6540,360822.923,3767787.222
Vegetation,2353,4475,5209,3304,1568,1848,1645,4803,360808.065,3767787.194
Vegetation,2252,3955,4525,3333,1428,1872,1704,4868,360806.282,3767815.711
Vegetation,2327,4325,4996,3321,1502,1879,1617,5289,360813.558,3767797.536
Vegetation,2099,4704,5709,3157,1273,1691,1342,6717,361012.487,3768025.771
Vegetation,2070,4803,5966,3069,1278,1672,1309,7040,360993.583,3768001.708
Vegetation,2101,4932,6141,3109,1253,1702,1335,6912,361001.979,3768003.080
Vegetation,2099,4704,5709,3157,1273,1691,1342,6717,361017.543,3768021.466
Vegetation,2140,5035,6229,3160,1292,1774,1356,6891,361016.845,3768006.614
Vegetation,2046,4590,5666,3029,1306,1664,1377,6472,360986.318,3768008.396
Vegetation,2085,4926,6049,3099,1304,1744,1350,6612,360998.925,3767998.854
Vegetation,2048,4141,4880,3094,1358,1662,1502,5124,361009.357,3768031.426
Vegetation,2187,5110,6230,3219,1300,1778,1346,6959,361021.331,3768008.048
Vegetation,2251,4908,6042,3315,1270,1680,1333,7191,361022.529,3768021.653
Vegetation,2251,4908,6042,3315,1270,1680,1333,7191,361021.449,3768021.631
Vegetation,2070,4630,5681,3003,1251,1624,1313,6757,360979.959,3767994.089
Vegetation,2251,4908,6042,3315,1270,1680,1333,7191,361022.477,3768020.698
Vegetation,2059,4731,5856,3089,1225,1614,1315,6596,361003.894,3768015.412
Vegetation,2121,4950,6122,3176,1241,1700,1270,7209,361019.776,3768017.956
Vegetation,2048,4141,4880,3094,1358,1662,1502,5124,361001.370,3768031.129
Vegetation,2046,4590,5666,3029,1306,1664,1377,6472,360987.256,3768009.910
Vegetation,2228,5137,6327,3300,1217,1658,1268,7056,361025.806,3768012.575
Vegetation,2013,3671,4335,3013,1333,1680,1426,4991,360984.364,3768026.434
Vegetation,2013,3671,4335,3013,1333,1680,1426,4991,360980.682,3768027.558
Vegetation,2031,4212,5145,3013,1358,1728,1505,5384,360985.294,3768018.150
Vegetation,2046,4590,5666,3029,1306,1664,1377,6472,360984.456,3768003.146
Vegetation,2013,3671,4335,3013,1333,1680,1426,4991,360980.692,3768023.888
Vegetation,2031,4212,5145,3013,1358,1728,1505,5384,360987.086,3768015.023
Vegetation,2140,5035,6229,3160,1292,1774,1356,6891,361019.700,3768002.196
Vegetation,2022,3608,4257,3035,1110,1348,1233,3535,360997.554,3768030.522
Vegetation,2131,4526,5387,3195,1549,1906,1684,5833,361019.377,3768032.451
Vegetation,2000,3961,4736,3002,1306,1558,1385,4415,360996.267,3768027.759
Vegetation,2144,4991,6128,3115,1302,1752,1364,6744,361008.704,3767999.507
Vegetation,2101,4932,6141,3109,1253,1702,1335,6912,361004.313,3768005.792
Vegetation,2016,4388,5273,3053,1388,1711,1465,5559,361007.144,3768025.298
Vegetation,2031,4212,5145,3013,1358,1728,1505,5384,360983.158,3768015.161
Vegetation,2016,4388,5273,3053,1388,1711,1465,5559,361004.346,3768026.073
Vegetation,2144,4991,6128,3115,1302,1752,1364,6744,361004.306,3767998.252
Vegetation,2016,4388,5273,3053,1388,1711,1465,5559,361005.718,3768025.275
Vegetation,2000,3961,4736,3002,1306,1558,1385,4415,360997.568,3768025.002
Vegetation,2016,4388,5273,3053,1388,1711,1465,5559,361003.848,3768029.723
Vegetation,2000,3961,4736,3002,1306,1558,1385,4415,360993.484,3768023.175
Vegetation,2027,3925,4705,3018,1282,1626,1455,5083,360977.871,3768011.121
Vegetation,2046,4590,5666,3029,1306,1664,1377,6472,360980.499,3768006.413
Vegetation,2070,4803,5966,3069,1278,1672,1309,7040,360991.636,3768009.868
Vegetation,2016,4388,5273,3053,1388,1711,1465,5559,361005.008,3768024.022
Vegetation,2000,3961,4736,3002,1306,1558,1385,4415,360999.043,3768022.312
Vegetation,2140,5035,6229,3160,1292,1774,1356,6891,361013.480,3768007.411
Vegetation,2027,3925,4705,3018,1282,1626,1455,5083,360977.827,3768013.676
Vegetation,2140,5035,6229,3160,1292,1774,1356,6891,361010.267,3768003.866
Vegetation,2228,5137,6327,3300,1217,1658,1268,7056,361024.916,3768016.631
Vegetation,2031,4212,5145,3013,1358,1728,1505,5384,360989.831,3768016.419
Vegetation,2121,4950,6122,3176,1241,1700,1270,7209,361015.826,3768013.380
Vegetation,2059,4731,5856,3089,1225,1614,1315,6596,361001.292,3768018.676
Vegetation,2478,4744,5646,3711,1305,1848,1331,6313,361277.195,3767973.527
Vegetation,2478,4744,5646,3711,1305,1848,1331,6313,361278.497,3767976.202
Vegetation,2325,4763,5731,3436,1284,1810,1380,6248,361249.516,3767951.799
Vegetation,2321,4743,5728,3395,1290,1767,1371,6172,361236.283,3767944.903
Vegetation,2422,4724,5622,3581,1311,1755,1364,6016,361259.166,3767954.421
Vegetation,2307,4646,5599,3426,1278,1794,1405,6312,361247.969,3767966.573
Vegetation,2380,4648,5622,3522,1703,2104,1976,5500,361261.243,3767989.221
Vegetation,2360,4319,5154,3406,1359,1758,1530,5810,361234.280,3767979.329
Vegetation,2325,4763,5731,3436,1284,1810,1380,6248,361240.706,3767953.411
Vegetation,2371,4586,5511,3506,1648,2042,1786,5795,361252.324,3767979.898
Vegetation,2568,4901,5849,3775,1420,1940,1519,6480,361284.466,3767986.454
Vegetation,2325,4763,5731,3436,1284,1810,1380,6248,361240.624,3767951.578
Vegetation,2501,4422,5279,3546,1652,2080,1794,5739,361250.337,3767989.977
Vegetation,2529,4573,5354,3749,1354,1852,1502,5784,361263.751,3767959.140
Vegetation,2403,4807,5812,3598,1355,1894,1426,6528,361272.313,3767989.330
Vegetation,2538,4191,4949,3532,1486,1928,1779,5633,361248.319,3767986.694
Vegetation,2902,4424,5022,4113,1768,2226,2258,5432,361284.004,3767968.229
Vegetation,2380,4648,5622,3522,1703,2104,1976,5500,361263.131,3767983.468
Vegetation,2574,4599,5381,3824,1346,1874,1462,5999,361272.538,3767966.342
Vegetation,2339,4711,5671,3549,1610,2028,1702,5549,361265.581,3767972.507
Vegetation,2529,4573,5354,3749,1354,1852,1502,5784,361269.529,3767952.731
Vegetation,2861,3996,4476,4089,1858,2274,2414,4328,361288.687,3767949.954
Vegetation,2422,4724,5622,3581,1311,1755,1364,6016,361251.215,3767957.013
Vegetation,2782,4181,4734,4009,1760,2226,2294,4791,361278.464,3767948.683
Vegetation,2915,4120,4605,4143,1980,2488,2568,5053,361281.586,3767955.611
Vegetation,2344,4444,5350,3409,1424,1817,1581,6125,361267.249,3767998.871
Vegetation,2581,4628,5437,3735,1412,1946,1529,6149,361252.139,3767946.884
Vegetation,2403,4807,5812,3598,1355,1894,1426,6528,361276.360,3767980.282
Vegetation,2378,4455,5338,3458,1326,1769,1461,6168,361240.709,3767979.021
Vegetation,2236,4688,5683,3312,1250,1766,1311,6153,361239.649,3767953.380
Vegetation,2325,4763,5731,3436,1284,1810,1380,6248,361240.600,3767955.420
Vegetation,2971,4473,5109,4200,2256,2740,2788,5119,361290.959,3767978.665
Vegetation,2380,4648,5622,3522,1703,2104,1976,5500,361269.884,3767982.123
Vegetation,2529,4573,5354,3749,1354,1852,1502,5784,361269.738,3767951.551
Vegetation,2861,3996,4476,4089,1858,2274,2414,4328,361284.116,3767946.061
Vegetation,2299,4704,5713,3430,1359,1850,1404,6704,361276.731,3767991.635
Vegetation,2168,4433,5350,3206,1334,1767,1449,6581,361272.638,3768000.100
Vegetation,2378,4455,5338,3458,1326,1769,1461,6168,361249.914,3767979.437
Vegetation,2459,4745,5662,3570,1331,1906,1441,6216,361241.732,3767942.041
Vegetation,2299,4704,5713,3430,1359,1850,1404,6704,361272.655,3767995.702
Vegetation,2371,4586,5511,3506,1648,2042,1786,5795,361251.218,3767977.355
Vegetation,2276,4563,5505,3351,1258,1672,1315,6125,361239.483,3767960.214
Vegetation,2971,4473,5109,4200,2256,2740,2788,5119,361290.844,3767977.261
Vegetation,2693,4372,5015,3936,1564,2096,1975,5589,361279.225,3767951.977
Vegetation,2378,4455,5338,3458,1326,1769,1461,6168,361246.088,3767976.536
Vegetation,2915,4120,4605,4143,1980,2488,2568,5053,361280.170,3767959.601
Vegetation,2538,4191,4949,3532,1486,1928,1779,5633,361249.509,3767987.535
Vegetation,2339,4711,5671,3549,1610,2028,1702,5549,361269.275,3767972.229
Vegetation,2325,4763,5731,3436,1284,1810,1380,6248,361241.167,3767956.439
Vegetation,2321,4743,5728,3395,1290,1767,1371,6172,361239.657,3767943.987
Vegetation,2133,4612,5659,3257,1267,1704,1314,5991,361397.678,3768453.041
Vegetation,2113,4530,5486,3202,1297,1714,1343,6059,361370.395,3768409.938
Vegetation,2202,4266,5153,3264,1268,1754,1453,5385,361378.328,3768454.721
Vegetation,2071,4673,5720,3162,1234,1682,1269,5991,361385.670,3768435.871
Vegetation,2071,4662,5645,3167,1278,1692,1310,6071,361369.175,3768418.876
Vegetation,2165,4382,5304,3256,1355,1772,1500,5576,361375.648,3768390.520
Vegetation,2109,4686,5747,3189,1269,1740,1320,6292,361380.490,3768412.196
Vegetation,2104,4570,5571,3205,1229,1682,1298,5852,361382.078,3768445.212
Vegetation,2104,4570,5571,3205,1229,1682,1298,5852,361381.903,3768449.022
Vegetation,2136,4454,5426,3252,1216,1630,1344,5676,361384.817,3768457.099
Vegetation,2104,4728,5793,3187,1267,1764,1310,6247,361391.467,3768431.824
Vegetation,2164,4457,5412,3214,1282,1741,1384,5997,361372.292,3768447.990
Vegetation,2101,4636,5654,3165,1216,1700,1281,6197,361374.630,3768432.548
Vegetation,2193,4742,5851,3277,1289,1790,1347,6456,361402.399,3768450.059
Vegetation,2207,4766,5809,3272,1271,1804,1361,6383,361391.616,3768407.793
Vegetation,2154,4662,5682,3235,1264,1746,1336,6204,361388.821,3768405.608
Vegetation,2136,4454,5426,3252,1216,1630,1344,5676,361389.749,3768457.253
Vegetation,2136,4454,5426,3252,1216,1630,1344,5676,361389.272,3768450.865
Vegetation,2073,4712,5779,3156,1251,1712,1321,6152,361385.023,3768424.190
Vegetation,2083,4634,5627,3166,1248,1687,1290,6193,361373.535,3768411.480
Vegetation,2104,4570,5571,3205,1229,1682,1298,5852,361382.945,3768444.233
Vegetation,2109,4670,5719,3214,1282,1771,1292,6180,361399.408,3768449.356
Vegetation,2164,4457,5412,3214,1282,1741,1384,5997,361379.341,3768444.243
Vegetation,2165,4382,5304,3256,1355,1772,1500,5576,361379.290,3768393.726
Vegetation,2101,4636,5654,3165,1216,1700,1281,6197,361374.628,3768432.242
Vegetation,2073,4712,5779,3156,1251,1712,1321,6152,361384.486,3768428.818
Vegetation,2202,4266,5153,3264,1268,1754,1453,5385,361370.927,3768450.577
Vegetation,2113,4530,5486,3202,1297,1714,1343,6059,361370.140,3768409.180
Vegetation,2071,4673,5720,3162,1234,1682,1269,5991,361383.805,3768436.486
Vegetation,2113,4530,5486,3202,1297,1714,1343,6059,361379.995,3768401.330
Vegetation,2073,4712,5779,3156,1251,1712,1321,6152,361383.248,3768422.887
Vegetation,2083,4634,5627,3166,1248,1687,1290,6193,361376.686,3768415.408
Vegetation,2104,4570,5571,3205,1229,1682,1298,5852,361388.366,3768445.998
Vegetation,2071,4673,5720,3162,1234,1682,1269,5991,361380.262,3768434.216
Vegetation,2122,4754,5829,3192,1236,1792,1311,6332,361391.742,3768424.737
Vegetation,2122,4754,5829,3192,1236,1792,1311,6332,361391.403,3768429.652
Vegetation,2109,4686,5747,3189,1269,1740,1320,6292,361384.001,3768412.060
Vegetation,2206,4640,5584,3294,1266,1804,1343,5876,361383.901,3768399.246
Vegetation,2136,4454,5426,3252,1216,1630,1344,5676,361387.797,3768452.633
Vegetation,2136,4454,5426,3252,1216,1630,1344,5676,361387.926,3768456.828
Vegetation,2113,4530,5486,3202,1297,1714,1343,6059,361370.752,3768400.109
Vegetation,2104,4728,5793,3187,1267,1764,1310,6247,361399.401,3768431.219
Vegetation,2121,4614,5620,3201,1226,1703,1324,6296,361368.751,3768434.616
Vegetation,2136,4454,5426,3252,1216,1630,1344,5676,361386.463,3768452.389
Vegetation,2177,4554,5612,3314,1405,1907,1484,6018,361394.594,3768461.395
Vegetation,2113,4530,5486,3202,1297,1714,1343,6059,361377.158,3768403.229
Vegetation,2101,4636,5654,3165,1216,1700,1281,6197,361375.775,3768439.498
Vegetation,2071,4673,5720,3162,1234,1682,1269,5991,361384.934,3768435.136
Vegetation,2109,4686,5747,3189,1269,1740,1320,6292,361383.041,3768418.173
Vegetation,2136,4454,5426,3252,1216,1630,1344,5676,361384.317,3768454.733
Vegetation,2367,4503,5295,3168,1493,1984,1767,5240,361664.248,3768362.029
Vegetation,1877,3394,3927,2348,1285,1511,1419,3866,361699.215,3768414.462
Vegetation,2254,4348,5138,2960,1494,1727,1630,5544,361704.762,3768397.762
Vegetation,2328,4627,5561,3217,1359,1908,1462,6140,361646.537,3768388.584
Vegetation,2219,4116,4736,2796,1308,1646,1495,4543,361698.953,3768397.720
Vegetation,2382,4689,5484,3285,1371,1902,1535,6044,361660.629,3768350.389
Vegetation,2260,4438,5287,3063,1321,1812,1418,5908,361650.568,3768387.606
Vegetation,2172,4053,4772,2762,1402,1785,1618,5232,361701.210,3768407.949
Vegetation,2350,4756,5702,3276,1478,1848,1588,5564,361693.079,3768365.428
