class,BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,X,Y
Water,1030,1005,1009,1023,1153,1132,1033,1017,345847.945,3767215.146
Water,1034,1003,1002,1020,1190,1164,1027,991,345789.173,3767282.438
Water,1022,1007,1001,1026,1158,1120,1035,1016,345858.890,3767192.967
Water,1022,1007,1001,1026,1158,1120,1035,1016,345851.426,3767193.352
Water,1023,1001,1009,1024,1213,1191,1042,986,345717.943,3767266.458
Water,1017,999,1004,1027,1142,1128,1012,1003,345871.663,3767157.325
Water,1031,1015,1015,1019,1173,1151,1039,1018,345808.256,3767279.765
Water,1025,1003,1005,1017,1149,1147,1031,999,345819.309,3767186.992
Water,1025,996,1008,1022,1169,1148,1043,990,345778.231,3767244.545
Water,1024,1018,1009,1025,1177,1194,1042,997,345681.275,3767279.529
Water,1026,1003,1015,1019,1162,1120,1035,1006,345894.846,3767271.966
Water,1025,998,1003,1012,1166,1158,1027,993,345752.130,3767250.108
Water,1020,1007,1007,1025,1207,1168,1029,0,345746.061,3767281.839
Water,1024,1001,1009,1021,1224,1191,1039,992,345717.502,3767272.094
Water,1030,1004,1005,1016,1137,1154,1032,996,345851.605,3767235.767
Water,1025,1016,1006,1024,1179,1129,1020,1000,345783.245,3767224.967
Water,1025,1013,999,1018,1168,1131,1020,1014,345810.766,3767259.766
Water,1025,1018,1008,1016,1151,1123,1024,999,345807.464,3767238.471
Water,1022,999,1008,1023,1224,1174,1039,1008,345726.924,3767281.371
Water,1017,1001,1006,1023,1166,1119,1024,1002,345860.786,3767158.185
Water,1030,1003,1012,1025,1134,1144,1043,1013,345852.899,3767265.258
Water,1025,1004,1005,1022,1144,1153,1028,993,345774.513,3767239.446
Water,1017,1001,1006,1023,1166,1119,1024,1002,345860.843,3767151.711
Water,1025,1010,1008,1018,1144,1178,1032,997,345821.734,3767237.619
Water,1024,1004,1012,1020,1138,1138,1035,1005,345862.072,3767218.956
Water,1026,1006,1006,1016,1162,1118,1036,1002,345788.199,3767242.153
Water,1023,1004,1007,1031,1135,1128,1040,998,345884.590,3767245.234
Water,1026,1001,1005,1016,1170,1154,1021,1004,345819.113,3767196.857
Water,1023,1006,996,1023,1149,1153,1040,1006,345823.268,3767255.102
Water,1025,1006,1004,1016,1158,1139,1045,1011,345824.781,3767275.765
Water,1020,1004,1014,1020,1167,1146,1044,989,345875.341,3767220.844
Water,1021,1004,1005,1031,1138,1134,1032,997,345871.374,3767256.202
Water,1029,998,992,1021,1162,1153,1038,998,345776.480,3767283.669
Water,1024,1015,1008,1026,1180,1190,1043,991,345688.750,3767282.857
Water,1024,1004,1002,1017,1184,1138,1034,1017,345767.192,3767223.606
Water,1034,1005,1015,1017,1165,1143,1032,1016,345791.481,3767279.952
Water,1023,1001,998,1023,1131,1136,1037,1009,345830.928,3767182.629
Water,1031,1003,1012,1025,1162,1141,1032,1004,345856.700,3767250.601
Water,1023,1004,1007,1031,1135,1128,1040,998,345885.317,3767249.196
Water,1023,1006,996,1023,1149,1153,1040,1006,345822.604,3767255.003
Water,1024,998,1006,1017,1178,1178,1040,999,345756.405,3767265.753
Water,1022,1006,1005,1018,1171,1137,1035,1008,345879.932,3767196.119
Water,1026,1016,1016,1021,1091,1128,1030,1026,345789.708,3767206.484
Water,1024,1011,1007,1025,1201,1180,1036,1011,345692.293,3767283.800
Water,1017,1000,1006,1020,1149,1126,1032,1009,345869.075,3767138.171
Water,1023,1005,1006,1026,1135,1128,1036,1012,345861.464,3767249.959
Water,1026,1001,1002,1022,1169,1152,1027,997,345738.132,3767244.982
Water,1025,1018,1007,1023,1151,1134,1021,1005,345791.941,3767220.405
Water,1014,997,1007,1026,1152,1148,1027,1006,345878.804,3767148.415
Water,1030,1003,1012,1025,1134,1144,1043,1013,345855.583,3767269.412
Water,1013,1021,1019,1023,1146,1112,1036,1004,347624.025,3766664.042
Water,1016,1021,1014,1017,1113,1096,1029,1013,347669.512,3766770.018
Water,1002,1021,1015,1022,1149,1114,1036,1007,347445.634,3766715.395
Water,1020,1005,1018,1031,1164,1113,1036,1012,347568.446,3766691.349
Water,1007,1018,1022,1024,1122,1113,1012,1014,347603.364,3766725.005
Water,1005,1005,1012,1021,1144,1109,1031,1007,347435.565,3766729.837
Water,1016,1016,1015,1032,1142,1102,1034,1031,347591.247,3766785.075
Water,1014,1012,1007,1022,1139,1115,1020,1000,347465.726,3766778.559
Water,1019,1016,1023,1032,1145,1100,1027,1004,347615.897,3766686.942
Water,1015,1017,1025,1021,1132,1100,1060,1012,347621.501,3766743.144
Water,1015,1024,1014,1016,1146,1089,1029,996,347661.515,3766768.982
Water,1010,1023,1004,1024,1154,1112,1040,1024,347665.789,3766658.879
Water,1009,1025,1007,1024,1151,1123,1035,1019,347652.555,3766640.667
Water,1015,1008,1004,1028,1130,1112,1032,1011,347457.222,3766779.307
Water,1008,1017,1016,1032,1138,1104,1038,1007,347631.883,3766638.817
Water,1008,1028,1019,1028,1144,1122,1028,1014,347453.462,3766686.008
Water,1013,1025,1023,1021,1111,1106,1035,1028,347671.566,3766755.334
Water,1011,1017,1016,1032,1150,1115,1041,1025,347420.372,3766707.649
Water,1016,1022,1019,1024,1142,1083,1040,1021,347664.048,3766757.373
Water,1007,1004,1020,1026,1139,1114,1028,1008,347545.409,3766744.312
Water,1014,1018,1029,1026,1146,1099,1027,1024,347540.062,3766620.954
Water,1017,1023,1023,1025,1129,1110,1037,1015,347528.012,3766655.233
Water,1014,1023,1021,1018,1138,1120,1025,1003,347542.238,3766799.089
Water,1010,1025,1017,1027,1131,1132,1037,1020,347433.618,3766642.869
Water,1016,1023,1005,1027,1118,1115,1019,1016,347448.040,3766637.894
Water,1014,1024,1004,1018,1140,1088,1011,1019,347492.104,3766813.527
Water,1013,1028,1025,1030,1172,1110,1029,1016,347419.502,3766684.364
Water,1013,1032,1013,1032,1159,1123,1028,1023,347680.221,3766649.090
Water,1005,1017,1022,1015,1141,1127,1036,1010,347446.317,3766735.432
Water,1008,1025,1021,1015,1154,1096,1030,1023,347685.078,3766764.436
Water,1005,1018,1019,1033,1146,1133,1032,1021,347505.966,3766618.537
Water,1014,1016,1025,1032,1150,1114,1027,1027,347549.786,3766595.006
Water,1013,1021,1018,1019,1143,1104,1033,1023,347477.180,3766783.315
Water,1008,1014,1027,1019,1144,1106,1015,1011,347460.844,3766801.848
Water,1008,1024,1011,1024,1132,1106,1032,1019,347645.770,3766640.426
Water,1006,1022,1017,1027,1144,1116,1042,1022,347526.931,3766628.599
Water,1006,1006,1017,1025,1133,1104,1032,1023,347581.616,3766665.436
Water,1013,1008,1019,1030,1163,1131,1032,1020,347481.312,3766600.322
Water,1013,1011,1017,1029,1119,1109,1027,1009,347601.208,3766650.283
Water,1015,1006,1016,1021,1138,1100,1037,995,347443.504,3766798.644
Water,1014,1012,1023,1025,1161,1126,1035,1014,347610.649,3766713.961
Water,1011,1019,1023,1029,1155,1112,1043,1009,347576.783,3766720.513
Water,1008,1004,1024,1028,1144,1112,1036,1015,347555.307,3766757.504
Water,1017,1018,1006,1025,1146,1105,1007,1010,347463.905,3766747.045
Water,1013,1020,1025,1024,1134,1090,1035,1014,347561.113,3766786.500
Water,1010,1010,1029,1028,1119,1133,1025,1025,347496.207,3766728.933
Water,1009,1016,1024,1033,1152,1139,1041,1017,347502.208,3766609.807
Water,1014,1018,1008,1018,1144,1108,1023,1023,347513.218,3766834.570
Water,1010,1030,1018,1023,1158,1126,1034,1030,347440.894,3766591.527
Water,1012,1017,1025,1025,1132,1118,1030,1018,347539.158,3766616.785
Water,1019,1025,1015,1031,1127,1117,1033,1003,348355.128,3766828.996
Water,1019,1025,1015,1031,1127,1117,1033,1003,348356.386,3766826.755
Water,1019,1020,1004,1028,1122,1105,1035,1007,348360.152,3766825.939
Water,1018,1028,1014,1033,1167,1109,1040,1018,348358.466,3766832.390
Water,1017,1028,1019,1033,1143,1114,1022,1005,348349.456,3766833.722
Water,1019,1025,1015,1031,1127,1117,1033,1003,348359.602,3766824.988
Water,1019,1025,1015,1031,1127,1117,1033,1003,348359.367,3766828.656
Water,1019,1020,1004,1028,1122,1105,1035,1007,348360.433,3766822.849
Water,1018,1028,1014,1033,1167,1109,1040,1018,348355.762,3766834.702
Water,1019,1025,1015,1031,1127,1117,1033,1003,348359.357,3766829.929
Water,1019,1025,1015,1031,1127,1117,1033,1003,348355.569,3766829.793
Water,1017,1028,1019,1033,1143,1114,1022,1005,348349.096,3766835.091
Water,1019,1020,1004,1028,1122,1105,1035,1007,348360.290,3766827.018
Water,1018,1028,1014,1033,1167,1109,1040,1018,348354.671,3766831.418
Water,1019,1020,1004,1028,1122,1105,1035,1007,348360.476,3766822.585
Water,1019,1025,1015,1031,1127,1117,1033,1003,348358.871,3766827.308
Water,1018,1028,1014,1033,1167,1109,1040,1018,348356.675,3766832.184
Water,1018,1028,1014,1033,1167,1109,1040,1018,348359.001,3766834.160
Water,1019,1025,1015,1031,1127,1117,1033,1003,348355.125,3766828.798
Water,1018,1028,1014,1033,1167,1109,1040,1018,348357.156,3766830.385
Water,1019,1025,1015,1031,1127,1117,1033,1003,348359.746,3766824.218
Water,1018,1028,1014,1033,1167,1109,1040,1018,348354.162,3766830.546
Water,1018,1028,1014,1033,1167,1109,1040,1018,348354.172,3766832.902
Water,1019,1025,1015,1031,1127,1117,1033,1003,348359.465,3766824.203
Water,1018,1028,1014,1033,1167,1109,1040,1018,348355.507,3766831.686
Water,1018,1028,1014,1033,1167,1109,1040,1018,348352.179,3766834.005
Water,1019,1025,1015,1031,1127,1117,1033,1003,348358.396,3766828.566
Water,1019,1025,1015,1031,1127,1117,1033,1003,348357.010,3766829.624
Water,1018,1028,1014,1033,1167,1109,1040,1018,348355.237,3766833.033
Water,1018,1028,1014,1033,1167,1109,1040,1018,348353.447,3766833.163
Water,1017,1028,1019,1033,1143,1114,1022,1005,348348.410,3766834.493
Water,1020,1021,1005,1031,1174,1111,1042,1018,348360.255,3766831.118
Water,1019,1025,1015,1031,1127,1117,1033,1003,348354.701,3766829.200
Water,1018,1028,1014,1033,1167,1109,1040,1018,348352.120,3766833.078
Water,1019,1025,1015,1031,1127,1117,1033,1003,348359.415,3766828.473
Water,1019,1020,1004,1028,1122,1105,1035,1007,348360.133,3766827.146
Water,1018,1028,1014,1033,1167,1109,1040,1018,348359.453,3766833.418
Water,1018,1028,1014,1033,1167,1109,1040,1018,348354.619,3766834.674
Water,1018,1028,1014,1033,1167,1109,1040,1018,348351.704,3766833.427
Water,1018,1028,1014,1033,1167,1109,1040,1018,348353.993,3766832.604
Water,1018,1028,1014,1033,1167,1109,1040,1018,348352.324,3766834.080
Water,1018,1028,1014,1033,1167,1109,1040,1018,348350.883,3766831.987
Water,1019,1025,1015,1031,1127,1117,1033,1003,348357.130,3766829.283
Water,1017,1028,1019,1033,1143,1114,1022,1005,348347.736,3766835.731
Water,1019,1020,1004,1028,1122,1105,1035,1007,348360.084,3766828.504
Water,1018,1028,1014,1033,1167,1109,1040,1018,348350.438,3766832.386
Water,1018,1028,1014,1033,1167,1109,1040,1018,348354.429,3766831.742
Water,1019,1025,1015,1031,1127,1117,1033,1003,348358.858,3766826.792
Water,1018,1028,1014,1033,1167,1109,1040,1018,348351.920,3766831.133
Water,1019,1025,1015,1031,1127,1117,1033,1003,348358.596,3766825.209
Water,1011,1013,1017,1026,1166,1125,1047,1008,348559.205,3766727.881
Water,1008,1014,1018,1027,1171,1119,1035,1009,348564.156,3766728.677
Water,1008,1014,1018,1027,1171,1119,1035,1009,348563.874,3766728.433
Water,1008,1014,1018,1027,1171,1119,1035,1009,348562.271,3766729.397
Water,1008,1014,1018,1027,1171,1119,1035,1009,348563.616,3766728.554
Water,1008,1014,1018,1027,1171,1119,1035,1009,348563.183,3766729.006
Water,1008,1014,1018,1027,1171,1119,1035,1009,348560.324,3766727.837
Water,1008,1014,1018,1027,1171,1119,1035,1009,348562.493,3766729.337
Water,1008,1014,1018,1027,1171,1119,1035,1009,348561.393,3766729.249
Water,1011,1013,1017,1026,1166,1125,1047,1008,348558.799,3766729.332
Water,1008,1014,1018,1027,1171,1119,1035,1009,348560.901,3766727.865
Water,1008,1014,1018,1027,1171,1119,1035,1009,348563.181,3766728.787
Water,1011,1013,1017,1026,1166,1125,1047,1008,348559.540,3766726.841
Water,1008,1014,1018,1027,1171,1119,1035,1009,348561.364,3766727.565
Water,1008,1014,1018,1027,1171,1119,1035,1009,348561.839,3766728.216
Water,1008,1014,1018,1027,1171,1119,1035,1009,348560.943,3766726.746
Water,1008,1014,1018,1027,1171,1119,1035,1009,348560.946,3766726.898
Water,1008,1014,1018,1027,1171,1119,1035,1009,348560.175,3766728.554
Water,1011,1013,1017,1026,1166,1125,1047,1008,348558.985,3766729.577
Water,1008,1014,1018,1027,1171,1119,1035,1009,348561.332,3766727.599
Water,1008,1014,1018,1027,1171,1119,1035,1009,348560.900,3766728.322
Water,1011,1013,1017,1026,1166,1125,1047,1008,348559.396,3766727.230
Water,1008,1014,1018,1027,1171,1119,1035,1009,348560.051,3766727.412
Water,1011,1013,1017,1026,1166,1125,1047,1008,348559.526,3766726.647
Water,1011,1013,1017,1026,1166,1125,1047,1008,348559.278,3766727.757
Water,1011,1013,1017,1026,1166,1125,1047,1008,348559.627,3766728.184
Water,1008,1014,1018,1027,1171,1119,1035,1009,348562.816,3766726.688
Water,1008,1014,1018,1027,1171,1119,1035,1009,348563.551,3766728.092
Water,1008,1014,1018,1027,1171,1119,1035,1009,348562.691,3766726.870
Water,1008,1014,1018,1027,1171,1119,1035,1009,348561.889,3766728.344
Water,1008,1014,1018,1027,1171,1119,1035,1009,348562.305,3766729.346
Water,1008,1014,1018,1027,1171,1119,1035,1009,348561.220,3766728.033
Water,1008,1014,1018,1027,1171,1119,1035,1009,348562.149,3766728.657
Water,1008,1014,1018,1027,1171,1119,1035,1009,348563.150,3766728.945
Water,1008,1014,1018,1027,1171,1119,1035,1009,348561.801,3766728.154
Water,1008,1014,1018,1027,1171,1119,1035,1009,348562.856,3766728.619
Water,1008,1014,1018,1027,1171,1119,1035,1009,348562.048,3766726.575
Water,1008,1014,1018,1027,1171,1119,1035,1009,348563.796,3766727.756
Water,1008,1014,1018,1027,1171,1119,1035,1009,348562.499,3766728.720
Water,1008,1014,1018,1027,1171,1119,1035,1009,348562.776,3766727.854
Water,1008,1014,1018,1027,1171,1119,1035,1009,348561.912,3766729.026
Water,1008,1014,1018,1027,1171,1119,1035,1009,348563.444,3766726.641
Water,1008,1014,1018,1027,1171,1119,1035,1009,348560.913,3766727.096
Water,1008,1014,1018,1027,1171,1119,1035,1009,348560.252,3766728.794
Water,1011,1013,1017,1026,1166,1125,1047,1008,348559.095,3766728.295
Water,1008,1014,1018,1027,1171,1119,1035,1009,348563.118,3766729.526
Water,1011,1013,1017,1026,1166,1125,1047,1008,348559.803,3766729.399
Water,1011,1013,1017,1026,1166,1125,1047,1008,348558.961,3766729.249
Water,1008,1014,1018,1027,1171,1119,1035,1009,348563.451,3766726.941
Water,1008,1014,1018,1027,1171,1119,1035,1009,348561.445,3766728.501
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.986,3766790.642
Water,1009,1013,1019,1021,1147,1115,1056,1024,348620.004,3766790.634
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.966,3766790.484
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.961,3766790.499
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.895,3766790.501
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.902,3766790.524
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.866,3766790.597
Water,1009,1013,1019,1021,1147,1115,1056,1024,348620.009,3766790.508
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.927,3766790.583
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.998,3766790.514
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.877,3766790.501
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.925,3766790.477
Water,1009,1013,1019,1021,1147,1115,1056,1024,348620.030,3766790.547
Water,1009,1013,1019,1021,1147,1115,1056,1024,348620.025,3766790.624
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.999,3766790.521
Water,1009,1013,1019,1021,1147,1115,1056,1024,348620.016,3766790.613
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.853,3766790.609
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.972,3766790.595
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.968,3766790.645
Water,1009,1013,1019,1021,1147,1115,1056,1024,348620.022,3766790.521
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.902,3766790.598
Water,1009,1013,1019,1021,1147,1115,1056,1024,348620.041,3766790.525
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.951,3766790.618
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.937,3766790.488
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.947,3766790.572
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.934,3766790.497
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.968,3766790.617
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.878,3766790.526
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.941,3766790.636
Water,1009,1013,1019,1021,1147,1115,1056,1024,348620.046,3766790.564
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.939,3766790.558
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.951,3766790.649
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.958,3766790.490
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.936,3766790.597
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.964,3766790.644
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.974,3766790.486
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.919,3766790.538
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.955,3766790.591
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.915,3766790.490
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.861,3766790.601
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.928,3766790.624
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.984,3766790.507
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.860,3766790.509
Water,1009,1013,1019,1021,1147,1115,1056,1024,348620.002,3766790.554
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.912,3766790.568
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.944,3766790.590
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.910,3766790.509
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.953,3766790.653
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.861,3766790.580
Water,1012,1026,1023,1020,1136,1115,1041,1027,348619.932,3766790.503
Water,1030,1007,1028,1033,1151,1191,1034,1028,348872.333,3767210.094
Water,1028,1009,1026,1035,1141,1189,1046,1021,348871.936,3767209.975
Water,1030,1007,1028,1033,1151,1191,1034,1028,348872.671,3767210.354
Water,1030,1007,1028,1033,1151,1191,1034,1028,348872.193,3767210.049
Water,1030,1007,1028,1033,1151,1191,1034,1028,348873.233,3767210.355
Water,1028,1009,1026,1035,1141,1189,1046,1021,348873.226,3767209.800
Water,1030,1007,1028,1033,1151,1191,1034,1028,348872.971,3767210.422
Water,1030,1007,1028,1033,1151,1191,1034,1028,348873.123,3767210.578
Water,1030,1007,1028,1033,1151,1191,1034,1028,348871.842,3767210.030
Water,1028,1009,1026,1035,1141,1189,1046,1021,348872.658,3767209.832
Water,1030,1007,1028,1033,1151,1191,1034,1028,348872.451,3767210.293
Water,1030,1007,1028,1033,1151,1191,1034,1028,348873.244,3767210.040
Water,1030,1007,1028,1033,1151,1191,1034,1028,348872.989,3767210.312
Water,1028,1009,1026,1035,1141,1189,1046,1021,348872.279,3767209.815
Water,1028,1009,1026,1035,1141,1189,1046,1021,348873.108,3767209.959
Water,1028,1009,1026,1035,1141,1189,1046,1021,348872.142,3767209.933
Water,1030,1007,1028,1033,1151,1191,1034,1028,348871.900,3767210.026
Water,1030,1007,1028,1033,1151,1191,1034,1028,348872.931,3767210.477
Water,1028,1009,1026,1035,1141,1189,1046,1021,348872.885,3767209.956
Water,1030,1007,1028,1033,1151,1191,1034,1028,348872.821,3767210.354
Water,1028,1009,1026,1035,1141,1189,1046,1021,348871.693,3767209.554
Water,1030,1007,1028,1033,1151,1191,1034,1028,348872.516,3767210.470
Water,1028,1009,1026,1035,1141,1189,1046,1021,348871.995,3767209.724
Water,1028,1009,1026,1035,1141,1189,1046,1021,348872.650,3767209.869
Water,1028,1009,1026,1035,1141,1189,1046,1021,348871.926,3767209.681
Water,1030,1007,1028,1033,1151,1191,1034,1028,348872.679,3767210.176
Water,1030,1007,1028,1033,1151,1191,1034,1028,348873.267,3767210.005
Water,1028,1009,1026,1035,1141,1189,1046,1021,348872.024,3767209.838
Water,1030,1007,1028,1033,1151,1191,1034,1028,348872.069,3767210.048
Water,1028,1009,1026,1035,1141,1189,1046,1021,348871.676,3767209.948
Water,1030,1007,1028,1033,1151,1191,1034,1028,348872.279,3767210.148
Water,1030,1007,1028,1033,1151,1191,1034,1028,348873.096,3767210.594
Water,1030,1007,1028,1033,1151,1191,1034,1028,348872.807,3767210.008
Water,1030,1007,1028,1033,1151,1191,1034,1028,348872.637,3767210.184
Water,1030,1007,1028,1033,1151,1191,1034,1028,348873.145,3767210.342
Water,1028,1009,1026,1035,1141,1189,1046,1021,348872.118,3767209.971
Water,1028,1009,1026,1035,1141,1189,1046,1021,348872.293,3767209.940
Water,1028,1009,1026,1035,1141,1189,1046,1021,348872.402,3767209.865
Water,1028,1009,1026,1035,1141,1189,1046,1021,348871.718,3767209.865
Water,1028,1009,1026,1035,1141,1189,1046,1021,348871.812,3767209.710
Water,1028,1009,1026,1035,1141,1189,1046,1021,348872.169,3767209.900
Water,1028,1009,1026,1035,1141,1189,1046,1021,348872.729,3767209.844
Water,1030,1007,1028,1033,1151,1191,1034,1028,348872.509,3767210.475
Water,1030,1007,1028,1033,1151,1191,1034,1028,348872.144,3767210.114
Water,1028,1009,1026,1035,1141,1189,1046,1021,348871.831,3767209.775
Water,1030,1007,1028,1033,1151,1191,1034,1028,348872.684,3767210.473
Water,1028,1009,1026,1035,1141,1189,1046,1021,348873.258,3767209.906
Water,1028,1009,1026,1035,1141,1189,1046,1021,348872.931,3767209.950
Water,1030,1007,1028,1033,1151,1191,1034,1028,348872.285,3767210.470
Water,1028,1009,1026,1035,1141,1189,1046,1021,348872.626,3767209.986
Water,1044,1012,1023,1047,1194,1216,1055,1008,348965.348,3767206.450
Water,1044,1012,1023,1047,1194,1216,1055,1008,348967.508,3767206.179
Water,1044,1012,1023,1047,1194,1216,1055,1008,348966.093,3767208.149
Water,1044,1012,1023,1047,1194,1216,1055,1008,348964.262,3767205.703
Water,1044,1012,1023,1047,1194,1216,1055,1008,348965.377,3767205.414
Water,1044,1012,1023,1047,1194,1216,1055,1008,348966.844,3767205.512
Water,1044,1012,1023,1047,1194,1216,1055,1008,348963.896,3767208.297
Water,1044,1012,1023,1047,1194,1216,1055,1008,348966.489,3767205.643
Water,1044,1012,1023,1047,1194,1216,1055,1008,348965.414,3767204.510
Water,1044,1012,1023,1047,1194,1216,1055,1008,348967.244,3767207.105
Water,1044,1012,1023,1047,1194,1216,1055,1008,348967.315,3767207.105
Water,1044,1012,1023,1047,1194,1216,1055,1008,348964.219,3767206.244
Water,1044,1012,1023,1047,1194,1216,1055,1008,348966.418,3767206.810
Water,1044,1012,1023,1047,1194,1216,1055,1008,348964.306,3767207.136
Water,1044,1012,1023,1047,1194,1216,1055,1008,348966.192,3767206.772
Water,1044,1012,1023,1047,1194,1216,1055,1008,348964.627,3767206.744
Water,1044,1012,1023,1047,1194,1216,1055,1008,348966.418,3767205.344
Water,1044,1012,1023,1047,1194,1216,1055,1008,348964.940,3767207.620
Water,1044,1012,1023,1047,1194,1216,1055,1008,348964.218,3767204.922
Water,1044,1012,1023,1047,1194,1216,1055,1008,348963.842,3767205.289
Water,1044,1012,1023,1047,1194,1216,1055,1008,348965.006,3767205.671
Water,1044,1012,1023,1047,1194,1216,1055,1008,348965.538,3767206.187
Water,1044,1012,1023,1047,1194,1216,1055,1008,348965.385,3767205.925
Water,1044,1012,1023,1047,1194,1216,1055,1008,348965.030,3767207.749
Water,1044,1012,1023,1047,1194,1216,1055,1008,348963.253,3767207.851
Water,1044,1012,1023,1047,1194,1216,1055,1008,348965.997,3767205.547
Water,1044,1012,1023,1047,1194,1216,1055,1008,348967.372,3767205.983
Water,1044,1012,1023,1047,1194,1216,1055,1008,348964.094,3767206.430
Water,1044,1012,1023,1047,1194,1216,1055,1008,348964.123,3767207.730
Water,1044,1012,1023,1047,1194,1216,1055,1008,348963.240,3767206.837
Water,1044,1012,1023,1047,1194,1216,1055,1008,348964.573,3767208.259
Water,1044,1012,1023,1047,1194,1216,1055,1008,348962.885,3767206.694
Water,1044,1012,1023,1047,1194,1216,1055,1008,348965.897,3767205.214
Water,1044,1012,1023,1047,1194,1216,1055,1008,348962.754,3767206.984
Water,1044,1012,1023,1047,1194,1216,1055,1008,348964.029,3767206.855
Water,1044,1012,1023,1047,1194,1216,1055,1008,348967.563,3767207.171
Water,1044,1012,1023,1047,1194,1216,1055,1008,348967.457,3767207.943
Water,1044,1012,1023,1047,1194,1216,1055,1008,348967.336,3767207.673
Water,1044,1012,1023,1047,1194,1216,1055,1008,348966.330,3767207.989
Water,1044,1012,1023,1047,1194,1216,1055,1008,348966.668,3767206.025
Water,1044,1012,1023,1047,1194,1216,1055,1008,348963.296,3767206.716
Water,1044,1012,1023,1047,1194,1216,1055,1008,348963.552,3767206.021
Water,1044,1012,1023,1047,1194,1216,1055,1008,348967.357,3767205.362
Water,1044,1012,1023,1047,1194,1216,1055,1008,348967.111,3767205.997
Water,1044,1012,1023,1047,1194,1216,1055,1008,348967.083,3767208.339
Water,1044,1012,1023,1047,1194,1216,1055,1008,348966.134,3767205.256
Water,1044,1012,1023,1047,1194,1216,1055,1008,348964.060,3767205.820
Water,1044,1012,1023,1047,1194,1216,1055,1008,348964.815,3767207.846
Water,1044,1012,1023,1047,1194,1216,1055,1008,348967.329,3767205.571
Water,1044,1012,1023,1047,1194,1216,1055,1008,348965.106,3767205.575
Water,1035,1013,1007,1035,1186,1185,1049,1016,349478.820,3767251.556
Water,1033,1011,1006,1033,1192,1179,1048,1009,349477.341,3767246.306
Water,1033,1011,1006,1033,1192,1179,1048,1009,349479.383,3767247.798
Water,1035,1013,1007,1035,1186,1185,1049,1016,349476.281,3767252.643
Water,1035,1013,1007,1035,1186,1185,1049,1016,349479.365,3767251.799
Water,1035,1013,1007,1035,1186,1185,1049,1016,349474.785,3767250.997
Water,1035,1013,1007,1035,1186,1185,1049,1016,349474.333,3767253.165
Water,1035,1013,1007,1035,1186,1185,1049,1016,349474.407,3767252.015
Water,1033,1011,1006,1033,1192,1179,1048,1009,349476.194,3767245.709
Water,1033,1011,1006,1033,1192,1179,1048,1009,349474.984,3767245.971
Water,1035,1013,1007,1035,1186,1185,1049,1016,349478.877,3767250.916
Water,1035,1013,1007,1035,1186,1185,1049,1016,349473.995,3767252.046
Water,1033,1011,1006,1033,1192,1179,1048,1009,349479.117,3767245.597
Water,1035,1013,1007,1035,1186,1185,1049,1016,349478.193,3767251.063
Water,1035,1013,1007,1035,1186,1185,1049,1016,349475.624,3767252.797
Water,1035,1013,1007,1035,1186,1185,1049,1016,349479.417,3767251.092
Water,1033,1011,1006,1033,1192,1179,1048,1009,349476.177,3767247.083
