class,BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,X,Y
BurnedArea,2396,1510,1485,1464,1378,1378,1441,1591,345500.124,3769246.396
BurnedArea,2443,1502,1463,1454,1318,1352,1446,1614,345500.162,3769213.239
BurnedArea,2421,1494,1465,1458,1287,1299,1390,1570,345495.582,3769227.857
BurnedArea,2443,1502,1463,1454,1318,1352,1446,1614,345507.971,3769215.023
BurnedArea,2479,1620,1563,1522,1402,1414,1493,1682,345450.376,3769241.526
BurnedArea,2431,1656,1594,1536,1268,1325,1463,1867,345478.542,3769250.719
BurnedArea,2396,1510,1485,1464,1378,1378,1441,1591,345506.845,3769243.693
BurnedArea,2400,1562,1512,1477,1278,1328,1424,1599,345482.264,3769242.142
BurnedArea,2553,1590,1555,1531,1367,1370,1470,1648,345456.296,3769218.035
BurnedArea,2391,1526,1485,1459,1334,1310,1393,1544,345496.201,3769248.401
BurnedArea,2391,1544,1497,1463,1298,1302,1385,1553,345497.088,3769254.002
BurnedArea,2421,1494,1465,1458,1287,1299,1390,1570,345494.495,3769223.364
BurnedArea,2449,1639,1581,1532,1382,1400,1522,1773,345469.477,3769240.351
BurnedArea,2411,1501,1470,1456,1294,1309,1370,1536,345489.320,3769221.208
BurnedArea,2391,1526,1485,1459,1334,1310,1393,1544,345497.278,3769241.399
BurnedArea,2479,1555,1519,1492,1335,1365,1460,1622,345467.725,3769210.799
BurnedArea,2425,1526,1501,1493,1361,1384,1466,1618,345517.849,3769239.397
BurnedArea,2432,1530,1496,1465,1366,1390,1450,1608,345436.322,3769244.278
BurnedArea,2437,1522,1493,1489,1396,1416,1502,1632,345518.229,3769229.396
BurnedArea,2553,1590,1555,1531,1367,1370,1470,1648,345450.765,3769215.112
BurnedArea,2411,1501,1470,1456,1294,1309,1370,1536,345482.856,3769228.818
BurnedArea,2392,1516,1496,1474,1365,1366,1441,1585,345516.269,3769249.283
BurnedArea,2465,1568,1526,1502,1318,1369,1452,1690,345469.918,3769229.434
BurnedArea,2423,1619,1564,1516,1279,1320,1445,1737,345477.330,3769244.024
BurnedArea,2430,1514,1486,1481,1343,1390,1442,1616,345503.480,3769235.778
BurnedArea,2391,1526,1485,1459,1334,1310,1393,1544,345499.524,3769240.061
BurnedArea,2437,1522,1493,1489,1396,1416,1502,1632,345516.305,3769225.280
BurnedArea,2444,1665,1604,1546,1352,1375,1475,1844,345460.635,3769251.036
BurnedArea,2602,1593,1569,1547,1357,1404,1526,1679,345446.829,3769212.834
BurnedArea,2432,1513,1475,1454,1306,1320,1383,1532,345481.257,3769215.454
BurnedArea,2537,1568,1534,1509,1364,1402,1468,1637,345466.650,3769205.642
BurnedArea,2620,1590,1565,1546,1371,1410,1495,1661,345440.217,3769207.594
BurnedArea,2479,1620,1563,1522,1402,1414,1493,1682,345455.553,3769247.200
BurnedArea,2479,1620,1563,1522,1402,1414,1493,1682,345457.256,3769242.853
BurnedArea,2602,1593,1569,1547,1357,1404,1526,1679,345440.873,3769212.235
BurnedArea,2400,1562,1512,1477,1278,1328,1424,1599,345481.175,3769241.534
BurnedArea,2385,1508,1485,1469,1353,1375,1434,1541,345521.275,3769218.096
BurnedArea,2417,1531,1495,1473,1296,1312,1399,1612,345471.976,3769223.132
BurnedArea,2421,1494,1465,1458,1287,1299,1390,1570,345490.356,3769228.169
BurnedArea,2553,1590,1555,1531,1367,1370,1470,1648,345457.843,3769216.044
BurnedArea,2400,1517,1483,1464,1295,1314,1382,1500,345480.263,3769230.874
BurnedArea,2432,1513,1475,1454,1306,1320,1383,1532,345480.624,3769211.303
BurnedArea,2596,1556,1507,1498,1283,1340,1432,1581,344816.924,3769428.224
BurnedArea,2064,1313,1275,1246,1138,1152,1174,1287,344829.271,3769492.305
BurnedArea,2622,1568,1533,1513,1306,1355,1409,1534,344850.348,3769454.179
BurnedArea,2479,1512,1470,1452,1255,1286,1318,1460,344830.453,3769421.012
BurnedArea,2685,1630,1581,1565,1328,1388,1538,1717,344858.606,3769429.948
BurnedArea,2523,1561,1537,1486,1329,1383,1512,1720,344794.613,3769466.625
BurnedArea,2747,1626,1592,1550,1426,1457,1534,1774,344849.059,3769472.337
BurnedArea,2618,1553,1515,1498,1342,1374,1461,1620,344838.053,3769440.222
BurnedArea,2957,1738,1718,1700,1429,1531,1692,1946,344814.649,3769456.275
BurnedArea,2622,1568,1533,1513,1306,1355,1409,1534,344853.259,3769458.101
BurnedArea,2574,1541,1497,1484,1310,1348,1419,1559,344829.300,3769431.307
BurnedArea,2428,1514,1502,1444,1217,1260,1334,1487,344808.894,3769472.320
BurnedArea,2742,1671,1659,1596,1454,1626,1822,2149,344800.497,3769469.168
BurnedArea,2719,1598,1565,1539,1324,1366,1455,1614,344862.156,3769466.135
BurnedArea,2636,1564,1516,1483,1416,1487,1544,1744,344846.165,3769488.005
BurnedArea,2216,1386,1343,1303,1210,1231,1234,1400,344833.514,3769490.640
BurnedArea,2803,1658,1627,1599,1401,1446,1538,1720,344830.717,3769463.020
BurnedArea,2706,1627,1576,1562,1437,1485,1610,1835,344872.474,3769492.414
BurnedArea,2010,1275,1256,1238,1116,1111,1165,1239,344846.245,3769504.204
BurnedArea,2189,1357,1329,1313,1166,1181,1229,1314,344810.325,3769482.839
BurnedArea,2428,1514,1502,1444,1217,1260,1334,1487,344804.459,3769478.248
BurnedArea,2189,1357,1329,1313,1166,1181,1229,1314,344815.456,3769486.875
BurnedArea,2820,1652,1624,1605,1388,1478,1575,1773,344822.042,3769454.539
BurnedArea,2762,1631,1586,1560,1346,1424,1544,1724,344865.792,3769473.259
BurnedArea,2685,1630,1581,1565,1328,1388,1538,1717,344858.980,3769426.657
BurnedArea,2026,1299,1277,1251,1171,1180,1206,1311,344868.426,3769511.149
BurnedArea,2636,1564,1516,1483,1416,1487,1544,1744,344844.613,3769485.455
BurnedArea,2529,1517,1470,1452,1327,1346,1433,1597,344851.381,3769499.600
BurnedArea,2821,1674,1620,1605,1382,1462,1584,1832,344871.414,3769487.556
BurnedArea,2732,1604,1569,1557,1354,1434,1522,1690,344820.312,3769441.236
BurnedArea,2529,1517,1470,1452,1327,1346,1433,1597,344850.526,3769490.263
BurnedArea,2529,1517,1470,1452,1327,1346,1433,1597,344858.977,3769496.551
BurnedArea,2469,1491,1464,1447,1255,1262,1340,1485,344826.498,3769411.760
BurnedArea,2469,1491,1464,1447,1255,1262,1340,1485,344826.867,3769413.979
BurnedArea,2714,1599,1565,1545,1366,1438,1512,1696,344838.466,3769453.523
BurnedArea,2590,1585,1571,1514,1342,1393,1514,1766,344813.498,3769478.568
BurnedArea,2714,1599,1565,1545,1366,1438,1512,1696,344839.916,3769457.702
BurnedArea,2150,1344,1319,1301,1192,1182,1238,1345,344854.882,3769508.294
BurnedArea,2193,1406,1382,1337,1121,1134,1140,1202,344799.685,3769479.552
BurnedArea,2742,1671,1659,1596,1454,1626,1822,2149,344801.031,3769469.414
BurnedArea,2820,1652,1624,1605,1388,1478,1575,1773,344822.492,3769457.108
BurnedArea,2714,1599,1565,1545,1366,1438,1512,1696,344836.602,3769454.533
BurnedArea,1881,1224,1205,1187,1062,1106,1097,1162,344838.546,3769500.632
BurnedArea,2732,1632,1596,1560,1429,1472,1563,1742,344831.081,3769474.504
BurnedArea,2302,1430,1393,1376,1309,1317,1348,1488,344864.384,3769501.259
BurnedArea,2834,1663,1625,1615,1382,1429,1526,1745,344879.704,3769436.927
BurnedArea,2666,1573,1548,1537,1365,1397,1496,1696,344860.335,3769441.219
BurnedArea,2636,1564,1516,1483,1416,1487,1544,1744,344841.714,3769481.198
BurnedArea,2350,1453,1411,1371,1290,1328,1394,1555,344824.255,3769484.185
BurnedArea,2428,1514,1502,1444,1217,1260,1334,1487,344802.651,3769475.376
BurnedArea,2356,1588,1544,1549,1382,1406,1474,1624,345748.366,3769859.203
BurnedArea,2483,1685,1630,1606,1388,1430,1516,1723,345720.953,3769848.528
BurnedArea,2519,1723,1669,1631,1327,1401,1528,1813,345712.878,3769857.465
BurnedArea,2548,1741,1689,1680,1527,1574,1681,1881,345750.599,3769825.108
BurnedArea,2235,1597,1529,1473,1186,1199,1342,1644,345713.162,3769814.092
BurnedArea,2388,1608,1583,1580,1423,1489,1577,1735,345766.766,3769841.889
BurnedArea,2548,1741,1689,1680,1527,1574,1681,1881,345759.908,3769829.541
BurnedArea,2388,1608,1583,1580,1423,1489,1577,1735,345767.448,3769847.625
BurnedArea,2463,1672,1618,1598,1439,1484,1616,1764,345729.673,3769851.609
BurnedArea,2464,1697,1639,1593,1304,1364,1512,1853,345715.159,3769838.336
BurnedArea,2294,1547,1500,1496,1279,1337,1412,1571,345756.861,3769865.746
BurnedArea,2483,1685,1630,1606,1388,1430,1516,1723,345722.541,3769848.929
BurnedArea,2412,1637,1600,1596,1339,1370,1485,1685,345772.260,3769835.018
BurnedArea,2423,1652,1589,1564,1398,1442,1568,1752,345721.678,3769867.205
BurnedArea,2424,1640,1595,1596,1397,1430,1519,1669,345743.232,3769844.107
BurnedArea,2409,1627,1577,1571,1362,1355,1432,1586,345730.433,3769858.868
BurnedArea,2412,1637,1600,1596,1339,1370,1485,1685,345770.735,3769834.421
BurnedArea,2555,1742,1675,1642,1364,1432,1562,1768,345706.856,3769865.678
BurnedArea,2501,1695,1630,1607,1401,1471,1608,1799,345731.321,3769836.283
BurnedArea,2344,1576,1557,1541,1389,1403,1526,1675,345760.899,3769853.432
BurnedArea,2426,1662,1599,1557,1386,1409,1539,1853,345725.184,3769827.584
BurnedArea,2555,1742,1675,1642,1364,1432,1562,1768,345704.991,3769864.513
BurnedArea,2483,1689,1628,1596,1440,1514,1655,1887,345732.683,3769829.004
BurnedArea,2186,1523,1477,1439,1187,1218,1367,1672,345720.182,3769809.401
BurnedArea,2451,1664,1619,1626,1425,1473,1580,1772,345769.409,3769835.432
BurnedArea,2412,1637,1600,1596,1339,1370,1485,1685,345775.542,3769831.492
BurnedArea,2501,1695,1630,1607,1401,1471,1608,1799,345737.750,3769833.614
BurnedArea,2311,1603,1551,1508,1245,1261,1423,1666,345725.326,3769810.295
BurnedArea,2388,1608,1583,1580,1423,1489,1577,1735,345766.596,3769840.492
BurnedArea,2412,1637,1600,1596,1339,1370,1485,1685,345779.191,3769834.618
BurnedArea,2515,1716,1654,1644,1413,1469,1574,1761,345742.877,3769839.834
BurnedArea,2466,1711,1649,1612,1332,1386,1522,1801,345708.873,3769838.223
BurnedArea,2573,1769,1720,1668,1393,1455,1610,1879,345708.557,3769858.864
BurnedArea,2455,1671,1631,1627,1435,1428,1532,1742,345776.260,3769824.156
BurnedArea,2519,1723,1669,1631,1327,1401,1528,1813,345718.015,3769854.780
BurnedArea,2372,1655,1591,1541,1268,1285,1451,1826,345714.698,3769823.357
BurnedArea,2356,1588,1544,1549,1382,1406,1474,1624,345747.625,3769850.162
BurnedArea,2501,1695,1630,1607,1401,1471,1608,1799,345737.824,3769833.912
BurnedArea,2512,1723,1672,1629,1353,1388,1521,1892,345711.058,3769848.942
BurnedArea,2512,1723,1672,1629,1353,1388,1521,1892,345719.169,3769843.195
BurnedArea,2235,1597,1529,1473,1186,1199,1342,1644,345716.206,3769812.767
BurnedArea,2455,1671,1631,1627,1435,1428,1532,1742,345775.954,3769826.508
BurnedArea,2423,1652,1589,1564,1398,1442,1568,1752,345728.484,3769864.963
BurnedArea,2356,1588,1544,1549,1382,1406,1474,1624,345749.541,3769852.357
BurnedArea,2512,1723,1672,1629,1353,1388,1521,1892,345717.950,3769842.193
BurnedArea,2548,1741,1689,1680,1527,1574,1681,1881,345756.510,3769823.639
BurnedArea,2402,1623,1588,1591,1441,1486,1560,1670,345750.849,3769846.612
BurnedArea,2463,1672,1618,1598,1439,1484,1616,1764,345721.516,3769858.974
BurnedArea,2401,1638,1599,1563,1386,1441,1563,1764,345730.902,3769816.397
BurnedArea,2486,1696,1629,1598,1332,1358,1467,1714,345713.387,3769862.550
BurnedArea,1968,1346,1339,1294,1201,1195,1254,1433,343366.989,3770162.268
BurnedArea,3312,1961,1916,1846,1465,1576,1745,2096,343375.659,3770112.155
BurnedArea,1872,1301,1251,1234,1166,1147,1177,1347,343378.069,3770185.080
BurnedArea,2624,1696,1653,1600,1385,1440,1546,1799,343358.741,3770136.548
BurnedArea,1843,1272,1266,1237,1166,1150,1178,1413,343369.434,3770170.210
BurnedArea,2395,1559,1520,1478,1276,1278,1364,1539,343364.321,3770143.356
BurnedArea,3339,1969,1909,1847,1450,1552,1712,2048,343381.579,3770116.852
BurnedArea,3166,1889,1826,1810,1476,1558,1822,2170,343380.158,3770093.607
BurnedArea,2395,1559,1520,1478,1276,1278,1364,1539,343369.150,3770147.989
BurnedArea,2190,1505,1444,1397,1275,1264,1318,1604,343345.783,3770140.819
BurnedArea,1843,1272,1266,1237,1166,1150,1178,1413,343363.695,3770176.032
BurnedArea,1813,1290,1269,1236,1139,1142,1156,1225,343358.022,3770163.538
BurnedArea,3087,1836,1788,1768,1483,1542,1666,1942,343349.314,3770103.501
BurnedArea,2300,1522,1492,1468,1291,1278,1376,1671,343376.877,3770154.772
BurnedArea,2320,1672,1616,1539,1380,1429,1596,1923,343382.633,3770166.464
BurnedArea,1722,1246,1213,1199,1158,1167,1105,1230,343347.447,3770168.436
BurnedArea,1706,1216,1209,1199,1162,1141,1170,1151,343359.548,3770178.165
BurnedArea,2843,1684,1655,1654,1414,1478,1562,1852,343364.873,3770082.107
BurnedArea,2850,1660,1629,1651,1437,1487,1580,1852,343358.277,3770081.704
BurnedArea,1913,1361,1305,1268,1127,1106,1160,1262,343345.258,3770150.911
BurnedArea,2159,1597,1534,1441,1240,1313,1337,1528,343381.329,3770172.270
BurnedArea,3087,1836,1788,1768,1483,1542,1666,1942,343349.623,3770100.324
BurnedArea,1977,1421,1344,1300,1239,1232,1251,1384,343383.278,3770188.949
BurnedArea,2150,1440,1412,1372,1239,1211,1288,1489,343362.269,3770153.321
BurnedArea,1696,1213,1170,1183,1111,1136,1072,1165,343336.076,3770164.539
BurnedArea,2843,1684,1655,1654,1414,1478,1562,1852,343367.630,3770089.677
BurnedArea,3354,1974,1931,1869,1473,1596,1832,2300,343373.483,3770107.102
BurnedArea,2190,1505,1444,1397,1275,1264,1318,1604,343342.841,3770142.019
BurnedArea,2506,1601,1562,1546,1278,1349,1381,1576,343372.284,3770149.770
BurnedArea,2624,1696,1653,1600,1385,1440,1546,1799,343355.302,3770130.361
BurnedArea,2458,1646,1592,1594,1378,1403,1522,1712,343388.194,3770156.870
BurnedArea,3024,1846,1799,1760,1482,1561,1692,1940,343349.319,3770111.357
BurnedArea,3119,1885,1838,1789,1536,1583,1748,2037,343352.044,3770119.503
BurnedArea,1696,1213,1170,1183,1111,1136,1072,1165,343337.452,3770161.210
BurnedArea,1913,1361,1305,1268,1127,1106,1160,1262,343345.027,3770156.067
BurnedArea,3151,1868,1825,1799,1442,1546,1700,2106,343373.141,3770095.839
BurnedArea,3114,1832,1798,1779,1424,1493,1636,1998,343361.920,3770091.041
BurnedArea,3339,1969,1909,1847,1450,1552,1712,2048,343383.504,3770119.843
BurnedArea,3151,1868,1825,1799,1442,1546,1700,2106,343377.266,3770097.137
BurnedArea,3114,1832,1798,1779,1424,1493,1636,1998,343366.817,3770099.649
BurnedArea,3057,1780,1743,1750,1398,1482,1586,1871,343357.651,3770098.968
BurnedArea,2280,1534,1480,1429,1181,1229,1247,1465,343353.679,3770148.188
BurnedArea,2624,1696,1653,1600,1385,1440,1546,1799,343358.721,3770139.461
BurnedArea,2843,1684,1655,1654,1414,1478,1562,1852,343362.700,3770088.154
BurnedArea,2831,1719,1670,1672,1388,1438,1506,1712,343390.117,3770137.919
BurnedArea,3151,1868,1825,1799,1442,1546,1700,2106,343377.368,3770092.335
BurnedArea,3166,1889,1826,1810,1476,1558,1822,2170,343387.244,3770095.872
BurnedArea,2458,1646,1592,1594,1378,1403,1522,1712,343380.272,3770150.712
BurnedArea,2458,1646,1592,1594,1378,1403,1522,1712,343380.974,3770154.618
BurnedArea,1813,1290,1269,1236,1139,1142,1156,1225,343354.821,3770166.449
BurnedArea,2301,1628,1537,1466,1231,1241,1392,1811,344398.450,3770686.175
BurnedArea,2496,1742,1667,1605,1370,1465,1610,1886,344362.157,3770690.284
BurnedArea,2423,1721,1619,1568,1298,1360,1450,1669,344377.241,3770696.759
BurnedArea,2295,1632,1529,1473,1218,1189,1342,1740,344398.890,3770696.063
BurnedArea,2387,1679,1580,1568,1251,1278,1381,1542,344379.953,3770704.853
BurnedArea,2553,1679,1631,1621,1367,1455,1583,1853,344356.588,3770679.869
BurnedArea,2496,1742,1667,1605,1370,1465,1610,1886,344360.665,3770694.807
BurnedArea,2387,1679,1580,1568,1251,1278,1381,1542,344376.566,3770709.755
BurnedArea,2427,1693,1571,1562,1365,1376,1519,1791,344386.458,3770712.713
BurnedArea,2426,1711,1595,1590,1316,1340,1468,1763,344376.558,3770716.467
BurnedArea,2291,1615,1529,1460,1251,1211,1381,1650,344405.117,3770690.399
BurnedArea,2519,1660,1655,1574,1290,1342,1388,1776,344345.617,3770703.940
BurnedArea,2421,1672,1561,1532,1424,1402,1534,1839,344396.680,3770715.221
BurnedArea,2433,1699,1614,1580,1260,1355,1431,1662,344368.755,3770712.606
BurnedArea,2423,1721,1619,1568,1298,1360,1450,1669,344379.453,3770692.809
BurnedArea,2295,1632,1529,1473,1218,1189,1342,1740,344394.995,3770696.010
BurnedArea,2427,1693,1571,1562,1365,1376,1519,1791,344385.994,3770717.433
BurnedArea,2604,1739,1715,1640,1393,1467,1550,1777,344343.073,3770695.501
BurnedArea,2291,1615,1529,1460,1251,1211,1381,1650,344402.077,3770690.122
BurnedArea,2585,1740,1699,1641,1433,1520,1706,2025,344358.538,3770689.097
BurnedArea,2344,1640,1551,1487,1203,1276,1377,1569,344406.508,3770700.669
BurnedArea,2291,1615,1529,1460,1251,1211,1381,1650,344406.194,3770694.758
BurnedArea,2457,1666,1607,1572,1344,1381,1508,1785,344375.360,3770675.070
BurnedArea,2604,1739,1715,1640,1393,1467,1550,1777,344342.067,3770699.820
BurnedArea,2285,1602,1521,1452,1222,1273,1422,1865,344403.651,3770688.649
BurnedArea,2426,1711,1595,1590,1316,1340,1468,1763,344372.829,3770710.927
BurnedArea,2387,1679,1580,1568,1251,1278,1381,1542,344376.138,3770703.502
BurnedArea,2426,1711,1595,1590,1316,1340,1468,1763,344377.880,3770713.322
BurnedArea,2433,1699,1614,1580,1260,1355,1431,1662,344364.883,3770712.220
BurnedArea,2427,1693,1571,1562,1365,1376,1519,1791,344385.940,3770715.984
BurnedArea,2446,1717,1628,1570,1368,1402,1542,1827,344375.492,3770686.392
BurnedArea,2496,1742,1667,1605,1370,1465,1610,1886,344360.114,3770691.870
BurnedArea,2457,1666,1607,1572,1344,1381,1508,1785,344374.602,3770678.875
BurnedArea,2519,1660,1655,1574,1290,1342,1388,1776,344348.714,3770704.826
BurnedArea,2565,1706,1658,1632,1346,1386,1543,1830,344339.804,3770702.302
BurnedArea,2387,1679,1580,1568,1251,1278,1381,1542,344372.916,3770708.770
BurnedArea,2427,1693,1571,1562,1365,1376,1519,1791,344385.365,3770712.251
BurnedArea,2528,1713,1613,1553,1482,1487,1611,1912,344395.819,3770720.516
BurnedArea,2433,1699,1614,1580,1260,1355,1431,1662,344360.618,3770712.093
BurnedArea,2343,1645,1533,1505,1244,1219,1359,1529,344393.848,3770708.488
BurnedArea,2496,1742,1667,1605,1370,1465,1610,1886,344361.345,3770697.408
BurnedArea,2558,1730,1702,1619,1408,1488,1625,1943,344351.822,3770692.955
BurnedArea,2604,1739,1715,1640,1393,1467,1550,1777,344340.870,3770698.779
BurnedArea,2523,1741,1670,1615,1454,1561,1714,2059,344365.384,3770689.025
BurnedArea,2519,1660,1655,1574,1290,1342,1388,1776,344347.639,3770701.560
BurnedArea,2585,1740,1699,1641,1433,1520,1706,2025,344354.083,3770684.464
BurnedArea,2387,1679,1580,1568,1251,1278,1381,1542,344378.184,3770707.748
BurnedArea,2291,1615,1529,1460,1251,1211,1381,1650,344402.241,3770693.569
BurnedArea,2339,1667,1559,1509,1226,1287,1336,1759,344383.806,3770690.863
BurnedArea,2558,1730,1702,1619,1408,1488,1625,1943,344359.203,3770690.900
BurnedArea,2647,1591,1548,1538,1329,1378,1435,1586,344150.675,3769015.149
BurnedArea,2633,1643,1589,1569,1331,1356,1471,1694,344190.864,3768990.118
BurnedArea,2602,1581,1536,1519,1298,1346,1428,1566,344142.933,3769007.323
BurnedArea,2898,1613,1549,1529,1350,1349,1463,1661,344201.330,3769026.843
BurnedArea,2603,1575,1538,1517,1296,1357,1439,1569,344153.534,3769001.633
BurnedArea,2710,1608,1567,1568,1346,1434,1514,1721,344171.206,3769017.151
BurnedArea,2821,1662,1619,1595,1438,1423,1501,1733,344151.266,3769039.814
BurnedArea,2940,1774,1719,1697,1451,1482,1554,1767,344113.012,3769033.410
BurnedArea,2723,1656,1613,1591,1400,1468,1563,1807,344140.693,3769024.489
BurnedArea,2940,1774,1719,1697,1451,1482,1554,1767,344116.219,3769030.860
BurnedArea,2645,1611,1559,1547,1352,1415,1474,1674,344143.214,3769017.851
BurnedArea,2674,1664,1595,1590,1360,1420,1548,1735,344133.098,3769013.302
BurnedArea,2660,1645,1588,1573,1412,1475,1538,1767,344121.440,3769000.688
BurnedArea,2626,1598,1561,1544,1299,1350,1440,1614,344169.063,3769006.400
BurnedArea,2775,1630,1590,1586,1342,1381,1467,1647,344165.688,3769022.701
BurnedArea,2775,1630,1590,1586,1342,1381,1467,1647,344166.540,3769028.135
BurnedArea,2829,1734,1699,1654,1386,1422,1604,1838,344113.489,3769011.712
BurnedArea,2843,1645,1597,1586,1420,1462,1524,1727,344163.190,3769031.360
BurnedArea,2674,1664,1595,1590,1360,1420,1548,1735,344138.083,3769019.759
BurnedArea,2631,1565,1518,1505,1350,1354,1444,1602,344210.482,3769000.613
BurnedArea,2829,1734,1699,1654,1386,1422,1604,1838,344116.029,3769015.474
BurnedArea,2775,1630,1590,1586,1342,1381,1467,1647,344162.532,3769023.412
BurnedArea,2674,1664,1595,1590,1360,1420,1548,1735,344131.935,3769018.403
BurnedArea,2601,1582,1562,1514,1330,1370,1426,1610,344154.812,3768994.625
BurnedArea,2644,1592,1575,1537,1324,1396,1462,1636,344147.688,3768981.272
BurnedArea,2660,1645,1588,1573,1412,1475,1538,1767,344122.350,3769001.353
BurnedArea,2663,1610,1565,1558,1332,1384,1488,1705,344188.362,3769004.147
BurnedArea,2709,1669,1634,1591,1436,1492,1611,1886,344117.503,3769000.269
BurnedArea,2645,1611,1559,1547,1352,1415,1474,1674,344149.083,3769017.820
BurnedArea,2648,1677,1635,1583,1355,1372,1480,1695,344170.830,3768984.692
BurnedArea,2608,1611,1584,1531,1300,1354,1432,1620,344160.393,3768994.971
BurnedArea,2674,1664,1595,1590,1360,1420,1548,1735,344132.907,3769016.806
BurnedArea,2734,1630,1595,1575,1396,1401,1488,1649,344159.270,3769027.669
BurnedArea,2603,1575,1538,1517,1296,1357,1439,1569,344151.538,3769008.563
BurnedArea,2626,1598,1561,1544,1299,1350,1440,1614,344164.051,3769005.188
BurnedArea,2813,1694,1645,1621,1420,1475,1568,1817,344144.126,3769038.894
BurnedArea,2723,1656,1613,1591,1400,1468,1563,1807,344142.571,3769025.286
BurnedArea,2732,1602,1559,1556,1363,1425,1514,1723,344183.756,3769011.160
BurnedArea,2745,1570,1517,1502,1343,1346,1433,1617,344205.517,3769011.177
BurnedArea,2886,1647,1584,1564,1409,1482,1556,1750,344166.412,3769041.750
BurnedArea,2900,1623,1576,1561,1345,1423,1481,1705,344186.850,3769035.290
BurnedArea,2637,1646,1598,1571,1351,1353,1482,1694,344182.930,3768998.651
BurnedArea,2648,1573,1524,1506,1343,1377,1452,1579,344208.016,3769007.443
BurnedArea,2602,1581,1536,1519,1298,1346,1428,1566,344149.241,3769005.772
BurnedArea,2648,1573,1524,1506,1343,1377,1452,1579,344207.408,3769003.431
BurnedArea,2626,1598,1561,1544,1299,1350,1440,1614,344169.774,3769009.311
BurnedArea,2637,1646,1598,1571,1351,1353,1482,1694,344189.333,3768993.090
BurnedArea,2608,1611,1584,1531,1300,1354,1432,1620,344167.954,3768996.993
BurnedArea,2608,1611,1584,1531,1300,1354,1432,1620,344160.656,3768997.914
BurnedArea,2633,1571,1536,1524,1322,1389,1467,1653,344137.157,3768984.626
BurnedArea,2058,1320,1282,1286,1186,1156,1208,1276,344614.513,3770286.657
BurnedArea,3036,1943,1886,1881,1443,1532,1724,1989,344760.962,3770275.256
BurnedArea,2319,1501,1487,1447,1285,1314,1388,1553,344667.389,3770276.656
BurnedArea,2868,1802,1770,1767,1461,1554,1663,1855,344757.318,3770262.023
BurnedArea,2697,1674,1641,1590,1337,1473,1602,1850,344702.313,3770259.947
BurnedArea,2808,1820,1740,1745,1360,1470,1661,1891,344730.644,3770277.314
BurnedArea,2807,1729,1675,1644,1326,1380,1487,1711,344717.933,3770245.424
BurnedArea,2986,1774,1703,1682,1336,1433,1600,1923,344735.095,3770226.542
BurnedArea,2512,1596,1587,1549,1394,1445,1518,1685,344677.960,3770251.268
BurnedArea,2766,1712,1674,1626,1306,1404,1540,1801,344705.610,3770242.995
BurnedArea,3170,2096,2047,2062,1618,1796,2067,2461,344750.420,3770284.454
BurnedArea,2416,1540,1531,1484,1330,1345,1445,1583,344675.990,3770269.300
BurnedArea,2786,1703,1676,1668,1412,1453,1532,1726,344754.364,3770257.111
BurnedArea,2717,1669,1633,1616,1357,1403,1528,1634,344766.143,3770245.056
BurnedArea,2724,1722,1651,1638,1340,1425,1545,1800,344721.998,3770261.517
BurnedArea,2607,1683,1652,1614,1386,1453,1587,1864,344659.431,3770214.743
BurnedArea,2231,1432,1436,1416,1194,1288,1274,1386,344650.690,3770271.811
BurnedArea,2353,1505,1483,1480,1437,1493,1562,1706,344654.722,3770297.986
BurnedArea,2193,1423,1374,1366,1235,1257,1314,1408,344624.486,3770266.081
BurnedArea,2575,1636,1616,1586,1397,1476,1572,1717,344671.624,3770246.519
BurnedArea,2749,1738,1703,1652,1354,1469,1627,1869,344698.516,3770224.344
BurnedArea,2808,1820,1740,1745,1360,1470,1661,1891,344735.983,3770273.801
BurnedArea,2766,1846,1800,1722,1388,1459,1642,1846,344732.975,3770302.561
BurnedArea,2589,1655,1632,1604,1558,1600,1699,1861,344665.045,3770246.834
BurnedArea,2560,1578,1528,1518,1316,1383,1441,1631,344618.381,3770259.098
BurnedArea,2472,1593,1553,1494,1294,1366,1449,1620,344709.705,3770284.023
BurnedArea,2795,1729,1701,1682,1526,1614,1723,2074,344630.775,3770242.202
BurnedArea,3081,1854,1840,1822,1529,1588,1763,1980,344625.268,3770233.659
BurnedArea,2920,1892,1845,1853,1402,1523,1718,2002,344741.861,3770273.726
BurnedArea,2618,1611,1603,1556,1328,1416,1558,1785,344698.863,3770255.395
BurnedArea,2437,1569,1531,1499,1299,1394,1527,1734,344687.696,3770300.463
BurnedArea,2868,1802,1770,1767,1461,1554,1663,1855,344759.325,3770261.945
BurnedArea,2409,1581,1531,1516,1339,1364,1446,1664,344672.058,3770288.860
BurnedArea,3204,2075,2024,2000,1544,1714,1902,2242,344769.810,3770286.104
BurnedArea,2854,1686,1644,1638,1338,1406,1524,1720,344742.880,3770237.705
BurnedArea,2512,1596,1587,1549,1394,1445,1518,1685,344671.692,3770254.633
BurnedArea,2689,1698,1648,1595,1316,1442,1567,1819,344715.392,3770269.139
BurnedArea,2601,1660,1616,1589,1281,1364,1505,1675,344674.499,3770226.316
BurnedArea,2401,1573,1522,1514,1286,1340,1466,1675,344709.748,3770307.809
BurnedArea,2961,1824,1766,1726,1432,1540,1738,2013,344715.959,3770228.516
